epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
30,400.954,1.15447,1.38157,1.63019,0.60683,0.25,0.12853,0.06315,2.70691,9.81768,4.71086,0.000681739,0.000681739,0.000681739
31,414.013,1.05166,1.26525,1.54175,0.60683,0.25,0.12853,0.06315,2.70691,9.81768,4.71086,0.000699095,0.000699095,0.000699095
32,427.392,1.01521,1.49921,1.77294,0.94649,0.25,0.25336,0.11408,2.04487,7.02881,3.7723,0.000716075,0.000716075,0.000716075
33,440.794,1.06839,1.43048,1.62145,0.57236,0.25,0.13203,0.0354,2.16886,10.9798,3.45574,0.000732677,0.000732677,0.000732677
34,454.006,1.27413,1.521,1.52627,0.57236,0.25,0.13203,0.0354,2.16886,10.9798,3.45574,0.000748902,0.000748902,0.000748902
35,467.271,1.13673,1.29384,1.63506,0.01355,0.25,0.02519,0.00664,3.17096,10.6761,4.55741,0.000764749,0.000764749,0.000764749
36,480.578,1.23581,1.28689,1.64348,0.46481,0.75,0.5475,0.0713,3.01112,17.1012,4.5004,0.00078022,0.00078022,0.00078022
37,493.757,1.10621,1.13537,1.59201,0.46481,0.75,0.5475,0.0713,3.01112,17.1012,4.5004,0.000795313,0.000795313,0.000795313
38,507.071,1.16078,1.31853,1.63269,0.59866,0.75,0.74563,0.12998,3.16745,15.7766,5.14686,0.000810029,0.000810029,0.000810029
39,520.614,1.10467,1.28715,1.75199,0.29825,0.5,0.50742,0.06488,2.96369,20.8344,4.99156,0.000824367,0.000824367,0.000824367
40,533.72,1.3995,1.76338,2.01514,0.29825,0.5,0.50742,0.06488,2.96369,20.8344,4.99156,0.000838329,0.000838329,0.000838329
41,547.032,1.15439,1.37149,1.65393,0.04131,0.75,0.0405,0.00732,3.10234,16.918,5.2671,0.000851913,0.000851913,0.000851913
42,562.124,1.00351,1.24718,1.55158,0.01054,0.25,0.0204,0.00521,3.63493,10.5758,5.3551,0.000865119,0.000865119,0.000865119
43,576.21,1.66827,1.55544,2.0779,0.01054,0.25,0.0204,0.00521,3.63493,10.5758,5.3551,0.000877949,0.000877949,0.000877949
44,590.229,1.06569,1.29887,1.63319,0.51113,0.25,0.1769,0.02077,3.44243,8.18628,4.35365,0.000890401,0.000890401,0.000890401
45,608.225,1.13109,1.129,1.54998,0.51113,0.25,0.1769,0.02077,3.44243,8.18628,4.35365,0.000902476,0.000902476,0.000902476
46,621.962,1.33729,1.48098,1.62746,0.89483,0.25,0.2517,0.10893,3.12469,21.055,6.66787,0.000914174,0.000914174,0.000914174
47,641.334,1.08502,1.1213,1.52143,0.89483,0.25,0.2517,0.10893,3.12469,21.055,6.66787,0.000925495,0.000925495,0.000925495
48,654.839,1.17584,1.7305,1.59641,0.00537,0.75,0.03451,0.01341,2.77795,16.0391,5.99004,0.000936438,0.000936438,0.000936438
49,668.038,1.32398,1.6133,1.77019,0.00537,0.75,0.03451,0.01341,2.77795,16.0391,5.99004,0.000947004,0.000947004,0.000947004
50,681.282,1.16011,1.19571,1.60961,0.00444,0.75,0.03492,0.0126,3.21778,8.48984,6.24224,0.000957193,0.000957193,0.000957193
51,694.351,0.89623,0.96358,1.42631,0.00444,0.75,0.03492,0.0126,3.21778,8.48984,6.24224,0.00095743,0.00095743,0.00095743
52,707.65,1.12168,1.04062,1.44826,0.01337,0.25,0.02159,0.0075,2.97518,5.17734,5.70875,0.000947999,0.000947999,0.000947999
53,720.613,1.01263,1.32483,1.45467,0.01337,0.25,0.02159,0.0075,2.97518,5.17734,5.70875,0.000938567,0.000938567,0.000938567
54,733.848,1.0624,1.47048,1.64971,0.57846,0.25,0.06508,0.02651,3.09023,3.68404,5.14051,0.000929136,0.000929136,0.000929136
55,747.316,1.41239,1.11699,1.59565,0.57846,0.25,0.06508,0.02651,3.09023,3.68404,5.14051,0.000919704,0.000919704,0.000919704
56,760.674,1.05783,0.9589,1.47435,0.51246,0.25,0.2696,0.03174,3.13875,5.07501,4.17885,0.000910273,0.000910273,0.000910273
57,773.761,1.17216,1.0829,1.61618,0.51246,0.25,0.2696,0.03174,3.13875,5.07501,4.17885,0.000900842,0.000900842,0.000900842
58,787.007,1.33533,1.39428,1.96581,0.85147,0.25,0.25608,0.12573,2.60163,6.04859,3.6707,0.00089141,0.00089141,0.00089141
59,800.128,0.89597,1.18342,1.52818,0.85147,0.25,0.25608,0.12573,2.60163,6.04859,3.6707,0.000881979,0.000881979,0.000881979
60,813.5,0.95064,1.08853,1.49875,0.70767,0.25,0.13566,0.0609,2.65242,6.84225,4.38069,0.000872547,0.000872547,0.000872547
61,826.78,1.01276,1.00643,1.40892,0.70767,0.25,0.13566,0.0609,2.65242,6.84225,4.38069,0.000863116,0.000863116,0.000863116
62,840.179,1.095,1.09898,1.70454,0.69668,0.25,0.16029,0.06315,2.66131,5.51665,4.96068,0.000853685,0.000853685,0.000853685
63,862.737,1.40256,1.73221,1.83466,0.69668,0.25,0.16029,0.06315,2.66131,5.51665,4.96068,0.000844253,0.000844253,0.000844253
64,876.107,0.9103,0.90826,1.38588,0.2268,0.4536,0.25909,0.0833,2.83197,5.98624,5.09646,0.000834822,0.000834822,0.000834822
65,889.315,0.92984,1.05356,1.37927,0.2268,0.4536,0.25909,0.0833,2.83197,5.98624,5.09646,0.00082539,0.00082539,0.00082539
66,902.712,1.03199,1.19111,1.51741,0.26116,0.75,0.37354,0.13702,2.38869,3.00817,4.43032,0.000815959,0.000815959,0.000815959
67,915.841,1.23062,1.53996,1.67878,0.26116,0.75,0.37354,0.13702,2.38869,3.00817,4.43032,0.000806528,0.000806528,0.000806528
68,929.166,1.16981,1.24008,1.67074,0.31349,0.75,0.62906,0.20159,2.42428,3.11548,3.88644,0.000797096,0.000797096,0.000797096
69,942.468,0.89832,0.78523,1.33542,0.31349,0.75,0.62906,0.20159,2.42428,3.11548,3.88644,0.000787665,0.000787665,0.000787665
70,955.845,0.85621,0.84281,1.2749,0.23444,0.75,0.31695,0.07316,2.82993,3.68335,4.34248,0.000778233,0.000778233,0.000778233
71,968.907,1.12145,1.31108,1.58791,0.23444,0.75,0.31695,0.07316,2.82993,3.68335,4.34248,0.000768802,0.000768802,0.000768802
72,982.2,1.00701,1.36609,1.46282,0.06697,0.5,0.09567,0.01505,3.46329,2.94044,5.22924,0.000759371,0.000759371,0.000759371
73,995.393,1.19411,1.15815,1.55186,0.06697,0.5,0.09567,0.01505,3.46329,2.94044,5.22924,0.000749939,0.000749939,0.000749939
74,1008.75,0.95368,1.01211,1.54707,0.73869,0.25,0.27917,0.07761,3.86676,2.81874,5.94468,0.000740508,0.000740508,0.000740508
75,1021.96,0.95971,1.06124,1.52428,0.73869,0.25,0.27917,0.07761,3.86676,2.81874,5.94468,0.000731076,0.000731076,0.000731076
76,1035.26,0.8164,1.03098,1.30462,0.93059,0.25,0.30452,0.06017,3.46746,2.71939,5.36993,0.000721645,0.000721645,0.000721645
77,1048.52,0.78096,0.86954,1.29836,0.93059,0.25,0.30452,0.06017,3.46746,2.71939,5.36993,0.000712214,0.000712214,0.000712214
78,1061.86,0.85013,0.64176,1.29516,0.10952,0.62964,0.13933,0.02231,3.54573,3.31193,5.29736,0.000702782,0.000702782,0.000702782
79,1075.05,0.84925,0.81721,1.41043,0.10952,0.62964,0.13933,0.02231,3.54573,3.31193,5.29736,0.000693351,0.000693351,0.000693351
80,1088.71,1.69963,1.84955,2.17524,0.01149,0.75,0.04235,0.01484,2.95726,4.54574,4.11595,0.000683919,0.000683919,0.000683919
81,1101.78,0.94022,0.78994,1.48395,0.01149,0.75,0.04235,0.01484,2.95726,4.54574,4.11595,0.000674488,0.000674488,0.000674488
82,1115.17,0.87536,1.58993,1.5146,0.01642,1,0.04304,0.01267,2.52919,4.4858,3.86376,0.000665057,0.000665057,0.000665057
83,1128.69,0.82247,1.13536,1.44829,0.01642,1,0.04304,0.01267,2.52919,4.4858,3.86376,0.000655625,0.000655625,0.000655625
84,1142.6,0.75941,0.74922,1.28959,0.02869,0.5,0.0632,0.01478,2.46628,3.78871,3.74022,0.000646194,0.000646194,0.000646194
85,1156.64,0.79475,0.71203,1.36004,0.02869,0.5,0.0632,0.01478,2.46628,3.78871,3.74022,0.000636762,0.000636762,0.000636762
86,1170.48,0.67753,0.70144,1.19637,0.09517,0.25,0.11793,0.02587,2.7544,3.28091,4.07753,0.000627331,0.000627331,0.000627331
87,1183.91,0.94511,0.84627,1.52367,0.09517,0.25,0.11793,0.02587,2.7544,3.28091,4.07753,0.0006179,0.0006179,0.0006179
88,1197.3,1.12344,1.26526,1.6941,0.24432,0.5,0.25596,0.03708,2.63034,3.20168,3.87906,0.000608468,0.000608468,0.000608468
89,1210.46,0.85973,0.92998,1.39578,0.24432,0.5,0.25596,0.03708,2.63034,3.20168,3.87906,0.000599037,0.000599037,0.000599037
90,1223.75,0.90829,0.71381,1.36901,0.67869,0.25,0.30306,0.07174,2.6128,3.62008,4.03176,0.000589605,0.000589605,0.000589605
91,1236.96,0.92211,0.85713,1.43819,0.67869,0.25,0.30306,0.07174,2.6128,3.62008,4.03176,0.000580174,0.000580174,0.000580174
92,1250.35,0.99206,0.9556,1.62343,0.92666,0.25,0.24863,0.10045,2.90249,3.78713,4.33011,0.000570743,0.000570743,0.000570743
93,1263.52,1.02996,0.73844,1.47025,0.92666,0.25,0.24863,0.10045,2.90249,3.78713,4.33011,0.000561311,0.000561311,0.000561311
94,1276.88,0.94843,1.07197,1.52585,0.93002,0.25,0.30398,0.08405,2.94081,3.89833,4.42173,0.00055188,0.00055188,0.00055188
95,1290.02,0.76787,0.71901,1.25088,0.93002,0.25,0.30398,0.08405,2.94081,3.89833,4.42173,0.000542448,0.000542448,0.000542448
96,1303.39,0.72818,0.68552,1.26441,0.88159,0.25,0.3481,0.10177,2.72639,4.23222,4.32201,0.000533017,0.000533017,0.000533017
97,1316.6,0.90872,0.7752,1.38771,0.88159,0.25,0.3481,0.10177,2.72639,4.23222,4.32201,0.000523586,0.000523586,0.000523586
98,1330.28,0.65465,0.58359,1.19069,0.65856,0.25,0.08357,0.03694,2.86669,3.72745,4.244,0.000514154,0.000514154,0.000514154
99,1342.6,1.06511,1.08057,1.43854,0.65856,0.25,0.08357,0.03694,2.86669,3.72745,4.244,0.000504723,0.000504723,0.000504723
100,1355.27,0.78581,0.71079,1.23449,0.7403,0.25,0.24887,0.04338,1.86157,3.74413,3.29343,0.000495291,0.000495291,0.000495291
101,1367.64,0.77599,0.90431,1.36846,0.7403,0.25,0.24887,0.04338,1.86157,3.74413,3.29343,0.00048586,0.00048586,0.00048586
102,1380.14,0.66436,0.89337,1.30445,0.69244,0.25,0.12571,0.02645,1.9408,3.7553,3.29659,0.000476429,0.000476429,0.000476429
103,1392.6,0.73106,0.75296,1.42433,0.69244,0.25,0.12571,0.02645,1.9408,3.7553,3.29659,0.000466997,0.000466997,0.000466997
104,1405.27,0.76788,0.67943,1.24211,0.53976,0.25,0.02995,0.01662,2.1268,3.54266,3.19016,0.000457566,0.000457566,0.000457566
105,1419.6,0.67201,0.71486,1.32717,0.53976,0.25,0.02995,0.01662,2.1268,3.54266,3.19016,0.000448134,0.000448134,0.000448134
106,1434.37,1.02472,1.37938,1.57372,0.61579,0.25,0.06523,0.02431,2.31878,3.18302,3.37214,0.000438703,0.000438703,0.000438703
107,1448.46,2.41136,3.12888,3.32155,0.61579,0.25,0.06523,0.02431,2.31878,3.18302,3.37214,0.000429272,0.000429272,0.000429272
108,1462.88,0.85345,0.72776,1.43279,0.1154,0.25,0.06498,0.0328,2.24865,3.60661,3.28242,0.00041984,0.00041984,0.00041984
109,1476.81,0.71586,0.57398,1.29447,0.1154,0.25,0.06498,0.0328,2.24865,3.60661,3.28242,0.000410409,0.000410409,0.000410409
110,1490.88,1.47317,0.93894,2.0067,0.62363,0.24726,0.06459,0.03775,2.22074,3.43586,3.33258,0.000400977,0.000400977,0.000400977
111,1504.91,0.97996,1.08066,1.74214,0.62363,0.24726,0.06459,0.03775,2.22074,3.43586,3.33258,0.000391546,0.000391546,0.000391546
112,1519.19,1.08831,1.21549,1.95563,0.61965,0.25,0.06397,0.0341,2.07856,3.38031,3.27022,0.000382115,0.000382115,0.000382115
113,1533.16,0.75081,0.66903,1.23483,0.61965,0.25,0.06397,0.0341,2.07856,3.38031,3.27022,0.000372683,0.000372683,0.000372683
114,1547.18,0.83373,0.96553,1.33024,0.61775,0.2355,0.06387,0.03585,2.1558,3.2868,3.38103,0.000363252,0.000363252,0.000363252
115,1561.23,0.57763,0.6237,1.08744,0.61775,0.2355,0.06387,0.03585,2.1558,3.2868,3.38103,0.00035382,0.00035382,0.00035382
116,1575.41,0.85504,0.87919,1.46816,0.5809,0.25,0.12317,0.05616,2.03194,3.3873,3.1743,0.000344389,0.000344389,0.000344389
117,1589.45,0.78251,0.71754,1.29568,0.5809,0.25,0.12317,0.05616,2.03194,3.3873,3.1743,0.000334958,0.000334958,0.000334958
118,1603.66,0.53244,0.49477,1.10547,0.55676,0.25,0.03854,0.01962,1.51952,3.68687,2.63717,0.000325526,0.000325526,0.000325526
119,1617.74,0.91255,0.90058,1.55404,0.55676,0.25,0.03854,0.01962,1.51952,3.68687,2.63717,0.000316095,0.000316095,0.000316095
120,1631.9,0.64901,0.5622,1.15763,0.01852,0.25,0.02722,0.01123,2.15371,3.65381,3.10227,0.000306663,0.000306663,0.000306663
121,1645.72,0.61848,0.66129,1.26856,0.01852,0.25,0.02722,0.01123,2.15371,3.65381,3.10227,0.000297232,0.000297232,0.000297232
122,1659.97,1.10434,1.12739,1.7677,0.02632,0.25,0.02127,0.00425,2.49285,3.62994,3.30576,0.000287801,0.000287801,0.000287801
123,1674.02,0.68593,0.80734,1.34716,0.02632,0.25,0.02127,0.00425,2.49285,3.62994,3.30576,0.000278369,0.000278369,0.000278369
124,1688.18,0.73532,0.84942,1.38175,0,0,0,0,2.59743,3.49644,3.39707,0.000268938,0.000268938,0.000268938
125,1701.99,1.1045,0.83085,1.44258,0,0,0,0,2.59743,3.49644,3.39707,0.000259506,0.000259506,0.000259506
126,1716.23,0.73018,0.55211,1.18958,0.02,0.25,0.02985,0.00895,2.46429,3.49858,3.24861,0.000250075,0.000250075,0.000250075
127,1730.21,0.71113,0.66518,1.18625,0.02,0.25,0.02985,0.00895,2.46429,3.49858,3.24861,0.000240644,0.000240644,0.000240644
128,1744.43,0.49694,0.61187,1.19563,0.61641,0.25,0.09489,0.04543,2.03507,2.90169,3.39675,0.000231212,0.000231212,0.000231212
129,1758.4,0.62259,0.64487,1.15473,0.61641,0.25,0.09489,0.04543,2.03507,2.90169,3.39675,0.000221781,0.000221781,0.000221781
130,1772.64,0.5301,0.51814,1.13842,0.66562,0.25,0.12641,0.067,2.07622,2.76856,3.25522,0.000212349,0.000212349,0.000212349
131,1787.4,1.03805,1.00071,1.65388,0.66562,0.25,0.12641,0.067,2.07622,2.76856,3.25522,0.000202918,0.000202918,0.000202918
132,1801.52,0.49698,0.47606,1.11919,0.70331,0.25,0.50036,0.17584,2.57867,2.55946,3.58554,0.000193487,0.000193487,0.000193487
133,1815.36,0.67201,0.80026,1.14922,0.70331,0.25,0.50036,0.17584,2.57867,2.55946,3.58554,0.000184055,0.000184055,0.000184055
134,1829.31,0.55257,0.56294,1.11839,0.73623,0.25,0.50011,0.15056,2.73722,2.48514,3.75853,0.000174624,0.000174624,0.000174624
135,1843.4,1.01262,0.94103,1.54945,0.73623,0.25,0.50011,0.15056,2.73722,2.48514,3.75853,0.000165192,0.000165192,0.000165192
136,1857.63,0.55166,0.50734,1.08566,0.74517,0.25,0.50232,0.15581,2.85126,2.28626,4.02574,0.000155761,0.000155761,0.000155761
137,1871.83,0.72428,1.01118,1.31203,0.74517,0.25,0.50232,0.15581,2.85126,2.28626,4.02574,0.00014633,0.00014633,0.00014633
138,1886.06,0.61117,0.54827,1.18732,0.7269,0.25,0.3783,0.09276,2.91177,2.26318,3.94264,0.000136898,0.000136898,0.000136898
139,1900.29,0.7252,0.7085,1.25002,0.7269,0.25,0.3783,0.09276,2.91177,2.26318,3.94264,0.000127467,0.000127467,0.000127467
140,1914.72,0.67321,0.6328,1.24574,0.73104,0.25,0.62796,0.13986,2.88527,2.14235,3.78094,0.000118035,0.000118035,0.000118035
141,1928.86,0.928,0.89459,1.66294,0.73104,0.25,0.62796,0.13986,2.88527,2.14235,3.78094,0.000108604,0.000108604,0.000108604
142,1943.08,0.62783,0.65417,1.24396,0.73358,0.25,0.62732,0.16441,2.83607,2.12223,3.56645,9.91726e-05,9.91726e-05,9.91726e-05
143,1957.29,0.38267,0.69087,0.91168,0.73358,0.25,0.62732,0.16441,2.83607,2.12223,3.56645,8.97412e-05,8.97412e-05,8.97412e-05
144,1971.48,0.55422,0.54558,1.23152,0.73349,0.25,0.62656,0.17694,2.77695,2.11483,3.42595,8.03098e-05,8.03098e-05,8.03098e-05
145,1985.57,0.94603,0.83921,1.77686,0.73349,0.25,0.62656,0.17694,2.77695,2.11483,3.42595,7.08784e-05,7.08784e-05,7.08784e-05
146,1999.82,0.66056,0.67486,1.49891,0.82629,0.5,0.82917,0.18205,2.67692,2.08422,3.42583,6.1447e-05,6.1447e-05,6.1447e-05
147,2013.69,0.58154,0.634,1.25659,0.82629,0.5,0.82917,0.18205,2.67692,2.08422,3.42583,5.20156e-05,5.20156e-05,5.20156e-05
148,2027.88,0.51558,0.6157,1.19079,0.8268,0.5,0.82917,0.17439,2.7159,2.18333,3.4856,4.25842e-05,4.25842e-05,4.25842e-05
149,2041.58,0.39948,0.49248,1.1127,0.8268,0.5,0.82917,0.17439,2.7159,2.18333,3.4856,3.31528e-05,3.31528e-05,3.31528e-05
150,2055.79,1.01386,0.88377,1.46881,0.82854,0.5,0.53854,0.12538,2.70978,2.24589,3.49325,2.37214e-05,2.37214e-05,2.37214e-05
